ID,Last Changed,Author,Title,Anthology,URL,Source,Pub Year,Category,Location,License,"MPAA
Max","MPAA 
#Max","MPAA
#Avg",Excerpt,"Google
WC","Joon
WC v1",British WC,British Words,"Sentence
Count v1","Sentence
Count v2",Paragraphs,BT Easiness,BT s.e.,Flesch-Reading-Ease,Flesch-Kincaid-Grade-Level,Automated Readability Index,SMOG Readability,New Dale-Chall Readability Formula,CAREC,CAREC_M,CARES,CML2RI,firstPlace_pred,secondPlace_pred,thirdPlace_pred,fourthPlace_pred,fifthPlace_pred,sixthPlace_pred,Kaggle split
6268,,William Makepeace Thackeray,MRS. PERKINS'S BALL.,THE CHRISTMAS BOOKS of MR. M. A. TITMARSH,http://www.gutenberg.org/files/2731/2731-h/2731-h.htm#link2H_4_0001,gutenberg,1857,Lit,mid,PD,G,1,1,"I don't know even the Mulligan's town residence. One night, as he bade us adieu in Oxford Street,—""I live THERE,"" says he, pointing down towards Oxbridge, with the big stick he carries—so his abode is in that direction at any rate. He has his letters addressed to several of his friends' houses, and his parcels, &c. are left for him at various taverns which he frequents. That pair of checked trousers, in which you see him attired, he did me the favor of ordering from my own tailor, who is quite as anxious as anybody to know the address of the wearer. In like manner my hatter asked me, ""Oo was the Hirish gent as 'ad ordered four 'ats and a sable boar to be sent to my lodgings?"" As I did not know (however I might guess) the articles have never been sent, and the Mulligan has withdrawn his custom from the ""infernal four-and-nine-penny scoundthrel,"" as he calls him. The hatter has not shut up shop in consequence.",169,179,0,,7,9,1,-2.362704181,0.511203547,71.39,8.64,8.93,10,8.1,0.22509,0.23309,0.451135455,12.62944178,-2.446094902,-2.463302044,-2.4266036,-2.525886955,-2.592351478,-2.6313949,Train
5541,,F. A. B.,GRANDMA'S STORY,"The Nursery, September 1877, Vol. XXII, No. 3
       A Monthly Magazine for Youngest Readers",http://www.gutenberg.org/files/28137/28137-h/28137-h.htm#Page_88,gutenberg,1877,Lit,start,PD,G,1,1,"I am only five years old; but I have a great deal of trouble. Papa pulls my ears, and calls me a sad rogue; brother Tom asks me every night what new mischief I have been up to today; and poor mamma sighs, and says I am the most troublesome child she ever saw.
But dear good grandma looks up from her knitting, and smiles as she says, ""Tut, tut, daughter! Our Amy isn't any worse than a little girl I knew some thirty years ago.""
""O grandma!"" cried I one day, ""do please tell me about her; for I like to hear about naughty little girls. What was her name, grandma?""
Grandma looked over her spectacles at mamma and smiled, and mamma nodded and smiled back. Then grandma said, ""I think I will tell you of one of little Clara's capers; but mind, you are not to go and do the same thing the first chance you get.""",156,169,0,,9,9,4,0.075388463,0.505263266,89.07,4.79,4.83,5,5.62,-0.00016,0.00721,0.408710834,21.36643829,0.208393761,0.232224435,0.08843643,0.288425662,0.204888384,0.20607892,Test
1586,,Hermann R. Kletke,THE GLASS MOUNTAIN,"The Junior Classics, Volume 1",http://www.gutenberg.org/cache/epub/3152/pg3152-images.html,gutenberg,2002,Lit,mid,PD,PG,2,1.5,"Sticking his spurs into his horse he made a rush at the mountain and got up halfway, then he calmly turned his horse's head and came down again without a slip or stumble. The following day he started in the same way; the horse trod on the glass as if it had been level earth, and sparks of fire flew from its hoofs. All the other knights gazed in astonishment, for he had almost gained the summit, and in another moment he would have reached the apple tree; but of a sudden a huge eagle rose up and spread its mighty wings, hitting as it did so the knight's horse in the eye. The beast shied, opened its wide nostrils, and tossed its mane, then rearing high up in the air, its hind feet slipped and it fell with its rider down the steep mountain side. Nothing was left of either of them except their bones, which rattled in the battered, golden armor like dry peas in a pod.",169,171,0,,5,5,1,-0.720068821,0.472765276,68.91,12.05,14.68,7,7.09,0.1472,0.16322,0.394324808,9.732200655,-0.282065371,-0.428308326,-0.3849479,-0.290549946,-0.328642313,-0.40475726,Test
1125,,By Sheldon C. Stoddard.,BEETLE RING'S THANKSGIVING MASCOT,Good Cheer Stories Every Child Should Know,http://www.gutenberg.org/files/19909/19909-h/19909-h.htm#BEETLE_RINGS_THANKSGIVING_MASCOT,gutenberg,1915,Lit,mid,PD,G,1,1,"The lumber camp on the Featherstone, where he had been at work, had broken up and gone, and an old shack, deserted by some hunter, and now standing alone in the great woods, was the only home he could provide for his little family. It had answered its purpose as a makeshift in the warm weather, but now, in late November, and with the terrible northern winter coming swiftly on, it was small wonder the young lumberman had been discouraged as he tried to forecast the future.
His strength had returned, however, and lately something of his old courage, for he had found work. It was fifteen miles away, to be sure, and in ""Beetle Ring"" lumber camp, the camp that bore the reputation of being the roughest on the Featherstone, but it was work.
He was earning something, and might hope soon to move his family into a habitable house and civilization.",151,155,0,,5,5,3,-1.472641812,0.502479484,54.13,13.31,14.65,13,7.22,0.15882,0.17513,0.348658363,16.43694448,-0.772080461,-0.762706111,-0.77299744,-0.767078418,-0.598124497,-0.7271546,Test
7035,,THE BROTHERS GRIMM,THE SHOEMAKER AND THE LITTLE ELVES,"Boys and Girls Bookshelf; a Practical Plan of Character Building, Volume I",http://www.gutenberg.org/files/25359/25359-h/25359-h.htm#ELVES,gutenberg,1920,Lit,mid,PD,G,1,1,"One evening—not long before Christmas—as he had cut out the usual quantity, he said to his wife before going to bed, ""What say you to stopping up this night, to see who it is that helps us so kindly?"" His wife was satisfied, and fastened up a light; and then they hid themselves in the corner of the room, where hung some clothes which concealed them. As soon as it was midnight in came two little manikins, who squatted down on the board; and, taking up the prepared work, set to with their little fingers, stitching and sewing, and hammering so swiftly and lightly, that the shoemaker could not take his eyes off them for astonishment. They did not cease until all was brought to an end, and the shoes stood ready on the table; and then they sprang quickly away.",141,143,0,,4,4,1,-1.019399237,0.444002389,60.66,13.56,16.36,11,7.18,0.04284,0.08871,0.310166752,16.14950384,-0.793917979,-0.940167698,-0.8492381,-0.954277257,-0.908401754,-1.0412366,Train
896,,Juliana Horatia Ewing,"We and the World, Part II. (of II.)
       A Book for Boys",,http://www.gutenberg.org/files/18156/18156-h/18156-h.htm,gutenberg,1880,Lit,mid,PD,G,1,1,"The docks were very quiet now. Only a few footfalls broke the silence, and the water sobbed a little round the piles, and there was some creaking and groaning and grinding, and the vessels drifted at their moorings, and bumped against the wharves.
The watchman paced up and down, and up and down. I did not hear him very clearly from under the tarpaulin, and sometimes when he went farther away I did not hear him at all. At last I was so long without hearing him that I peeped cautiously out. What Biddy had said might be, seemed really to have happened. The watchman was sitting in a sort of arm-chair of ironbound cotton-bales; his long coat was tucked between his legs, his hat was over his nose, and he was fast asleep.
I did not need any one to tell me that now was my time; but it was with limbs that almost refused their office from sheer fright, that I crept past the sleeping man, and reached the edge of the wharf. There was the vessel moving very slightly, and groaning dismally as she moved, and there was the hole, and it was temptingly dark.",196,198,0,,9,10,3,-0.346955891,0.461741731,79.94,7.08,8.25,7,6.21,0.17745,0.16139,0.469616541,13.11200315,-0.781758749,-0.880934878,-0.7408835,-0.832468618,-0.913543739,-0.9452425,Test
2750,,Barrett Smith,The Value of Being Confused,CLD,https://www.commonlit.org/texts/the-value-of-being-confused,commonlit,2018,Info,mid,CC BY-NC-SA 2.0,G,1,1,"Confusion isn't just an important step to learning in school, it's also important for learning who you are. Psychologists call that sense of who you are identity. Your identity can involve being part of groups like race, gender, subcultures. Identity is also made up of your values and goals. People figure out their identity in two steps. The first step is exploration, where you try out different groups and values and see what fits. The next step is commitment, when you decide firmly about some parts of your identity. Exploring your identity can feel very confusing. You might be afraid that people will judge you for going through different phases or not committing to a group. But phases are completely natural. A study published in the International Journal of Behavioral Development found that people who do the most exploring about who they are have better outcomes such as higher self-esteem later in life. Confusion gives us the space to try new things and be creative. Allowing ourselves to be confused and ask questions leads to deeper understanding, more learning, and higher self-confidence. So, try not to be embarrassed when you're confused about something.",193,196,0,,14,14,1,-0.528970635,0.499277298,59.94,8.36,8.72,11,7.4,0.17535,0.14068,0.608142273,22.6532024,-0.310114491,-0.433167058,-0.36623314,-0.558604868,-0.48809891,-0.5137387,Train
4254,,?,Somali Volunteers,"New York Times Current History: The European War, Vol 2, No. 1",http://www.gutenberg.org/files/15478/15478-h/15478-h.htm#toc_50,gutenberg,1914,Info,mid,PD,PG,2,1.5,"In former days the Somali have fought against the Government. Even lately the Marehan have fought against the Government. Now we have heard that the German Government have declared war on the English Government. Behold, our ""fitna"" against the English Government is finished. As the monsoon wind drives the sandhills of our coast into new forms, so does this news of German evildoing drive our hearts and spears into the service of the English Government. The Jubaland Somali are with the English Government. Daily in our mosques we pray for the success of the English armies. Day is as night and night is as day with us until we hear that the English are victorious. God knows the right. He will help the right. We have heard that Indian askaris have been sent to fight for us in Europe. Humbly we ask why should not the Somali fight for England also? We beg the Government to allow our warriors to show their loyalty. In former days the Somali tribes made fitna against each other.",174,176,0,,14,14,1,-2.140026004,0.512448834,71.7,6.35,6.31,9,7.7,0.22947,0.22574,0.472888061,22.25906416,-2.051210232,-2.191531827,-2.1143582,-2.114430876,-2.158246397,-2.225745,Train
2659,,"Mpumelelo Mlangeni, Tshiamo Msimanga and Tumi Mofokane",The peace tree,African Storybook Level 3,https://www.africanstorybook.org/,africanstorybook,2019,Lit,whole,CC BY 4.0,G,1,1,"There was a girl named Ayanda. Ayanda was the only child of her parents. Her mother and father wanted to separate. Ayanda decided to run away from home. She went to the forest because she did not know where else to go. A wolf in the forest chased Ayanda, so she climbed a tree. The wolf tried to bite her, so she climbed higher. At the top of the tree, Ayanda saw the beautiful sun. She fell in love with the sun and decided to stay in the forest. Ayanda climbed the tree every day to talk to the sun. The sun became her family. One day, Ayanda saw a man under the tree. The man was her father. Ayanda came down from the tree and her father explained why he was there. He said, ""Long before you were born, your mother and I would meet here. It is a special place."" ""Now I climb this tree to get peace when your mother and I fight,"" said Ayanda's father. After a while, Ayanda's mother also came to the forest. She came to make peace with Ayanda's father. This was their peace tree.",192,199,0,,20,20,1,0.487495265,0.503104584,86.93,3.52,1.98,8,5.35,-0.02784,-0.03543,0.440228919,39.18810083,0.502170381,0.560222329,0.46039543,0.419587681,0.48522451,0.49029985,Train
3886,,W. H. G. Kingston,SOME TRUE STORIES OP HORSES AND DONKEYS,"The Junior Classics, Volume 8: Animal and Nature Stories ",http://www.gutenberg.org/cache/epub/8075/pg8075-images.html,gutenberg,1917,Lit,mid,PD,G,1,1,"I have an interesting story to tell you of a mare which belonged to Captain I—, an old settler in New Zealand. She and her foal had been placed in a paddock, between which and her master's residence, three or four miles away, several high fences intervened. The paddock itself was surrounded by a still higher fence.
One day, however, as Captain I—was standing with a friend in front of his house, he was surprised to see the mare come galloping up. Supposing that the fence of her paddock had been broken down, and that, pleased at finding herself at liberty, she had leaped the others, he ordered a servant to take her back. The mare willingly followed the man; but in a short time was seen galloping up towards the house in as great a hurry as before. The servant, who arrived some time afterwards, assured his master that he had put the mare safely into the paddock. Captain I—told him again to take back the animal, and to examine the fence more thoroughly, still believing that it must have been broken down in some part or other, though the gate might be secure.",194,196,0,,8,8,2,-1.256694909,0.468663506,65.82,10.13,11.28,11,6.71,0.10711,0.09895,0.502015639,16.82873183,-0.809175611,-0.604808083,-0.56206673,-0.68730099,-0.724865179,-0.6929225,Test
4832,,?,Introductory,"The Ontario Readers: The High School Reader, 1886",http://www.gutenberg.org/files/19923/19923-h/19923-h.htm,gutenberg,1886,Info,mid,PD,G,1,1,"But only a small proportion of all the reading that is done, is oral reading. It is silent reading that is universally employed as an instrument of study, of business, of amusement. As a rule, however, very little provision is made for the acquirement of a facility in silent reading; this, it is thought, will result as a by-product of the regular training in oral reading. Almost the reverse of this is true. Ease and flexibility of articulation, quickness in catching the drift of ideas, and readiness in varying the tones of the voice in the utterance of words so as impressively to portray their latent sentiment,—all this is possible with those alone to whom difficult word-forms, complex sentence-structures, and the infinite variety and play of thought and emotion, are more or less familiar through such a wide range of reading as only the silent prosecution of it makes possible.",150,151,0,,5,7,1,-1.580970414,0.486242759,40.31,15.24,16.03,15,8.87,0.30011,0.32341,0.46764413,12.23392123,-1.735818795,-1.708708227,-1.585463,-1.570432356,-1.658195491,-1.6561722,Train
7356,,Lamis Asali,Aristotle the Water Bottle,,https://www.digitallibrary.io/en/books/details/1376,digitallibrary,2018,Lit,mid,CC BY-NC-SA 4.0,G,1,1,"Aristotle the Water Bottle was wiser than the rest of the bottles. She dreamed of a wonderful future. She was searching for something different. She hopped around Bottly Island to find what she was looking for, but nothing appeared. Aristotle the Water Bottle has a long life; one thousand years. How will she spend her days, chatting and playing? As she sat and thought… A brown bottle arrived on shore. Inside the brown bottle there was a newspaper. It opened the newspaper and read out aloud, ""Change your life. The city gives bottles another chance for a better life."" He looked at the rest of the bottles and continued, ""If you find a recycling bin, you can become part of baby gown or part of a carpet and if you're lucky enough, you'll travel the world as part of a sleeping bag.""",142,148,0,,11,11,1,-0.572055084,0.463040461,78.15,5.57,5.71,8,5.61,0.10217,0.13301,0.345129911,21.54975777,-0.12384015,-0.222450252,-0.21229045,-0.271615902,-0.220127171,-0.12699926,Test
2606,6.01,"Karla T. Moeller, Dale F. Denardo
",The Gila Monster Egg Puzzle,,https://kids.frontiersin.org/article/10.3389/frym.2019.00017,kids.frontiersin,2019,Info,mid,CC BY 4.0,PG,2,1.5,"In places where the temperature changes across seasons, winter is the coldest part of the year. During winter, many animals greatly reduce their activity, often finding burrows or other retreats to stay in until spring. However, these retreats are not usually the same retreats in which they were born or hatched.
One exception is turtles. Some adult turtles wait out the cold of winter under water in ponds or lakes that may freeze over. Overwintering under water can be a problem for young turtles, because it is hard for them to deal with the very low levels of oxygen (water is <1% oxygen, while air is ~21% oxygen). So, if overwintering underwater would not work, where can hatchlings safely spend the winter? In burrows, underground. But there is one more problem. Turtle embryos are not very resistant to freezing. If it gets too cold, embryos still within eggs could die, while hatchlings have a better chance of surviving. For the best chance of survival, some baby turtles hatch from their eggs (so they would not freeze) and wait in their nests (to get enough oxygen) until spring, when the weather warms and they emerge .",194,194,0,,12,12,2,-0.802163794,0.471247536,68.28,7.44,8.07,9,7.55,0.12486,0.09495,0.528577835,18.44965258,-0.317658192,-0.417551803,-0.4950451,-0.624295198,-0.390657494,-0.5619362,Train
5237,,B. P.,SWAN-UPPING,"The Nursery, July 1881, Vol. XXX
       A Monthly Magazine for Youngest Readers",http://www.gutenberg.org/files/42156/42156-h/42156-h.htm#Page_216,gutenberg,1881,Lit,mid,PD,G,1,1,"They build their nests in the osier-beds, by the side of the river, but out of the reach of the water. These nests are compact, handsome structures, formed of osiers, or reeds.
Every pair of swans has its own walk, or district, within which no other swans are permitted to build. Every pair has a keeper appointed to take the entire charge of them.
The keeper receives a small sum for every cygnet that is reared; and it is his duty to see that the nest is not disturbed. Sometimes he helps these lordly birds by building the foundation of the nest for them.
Once a year, in August, the swans are counted and marked. This is called ""swan-upping,"" and a good time it used to be. In gayly decorated barges, with flags flying, and music playing, the city authorities came up the river to take up the swans and mark them.",149,154,0,,9,9,4,-0.973264568,0.443895777,80.7,6.25,6.76,7,7.56,0.15653,0.18331,0.360019977,12.79994822,-0.956219054,-0.976489028,-0.9392058,-0.969430051,-0.937445075,-1.0415301,Train
4288,,"From Russkia Vedomosti, No. 225, Oct. 1 (14), 1914",A Russian Income Tax,"The European War, Vol. 1 - No. 5",http://www.gutenberg.org/files/18880/18880-h/18880-h.htm#A_Russian_Income_Tax,gutenberg,1914,Info,start,PD,G,1,1,"In the long list of new Russian taxes the income tax is the most interesting. It is still only a drafted bill. The Government hesitates to press it. Perhaps the Duma will take some steps to make this bill a law. Its main provisions are as follows:
All annual incomes of 1,000 rubles ($500) and above are to be assessed at a progressive rate ranging from 1-1/2 percent on 1,000 rubles to the maximum of 8 percent on incomes of 200,000 rubles ($100,000) and above. All persons engaged actively in the present war shall be exempt from this tax.
All persons freed from military service within the last four years are to pay an additional tax equal to 50 percent of their income tax, provided the incomes of the parents whose sons have been freed reach 2,000 rubles ($1,000).
All persons freed from military service having incomes below 1,000 rubles ($500) are to pay a uniform tax of 6 rubles ($3). A special war tax is to be levied in provinces where the whole population or certain groups of the population are freed from military service.",183,186,0,,9,12,4,-2.538206658,0.487554667,69.48,8.73,9.63,10,9.14,0.21995,0.21282,0.537640516,15.56149977,-2.264853365,-2.346847653,-2.3516252,-2.518392367,-2.39761104,-2.4815211,Train
2878,,simple wiki,Word_processor,,https://simple.wikipedia.org/wiki/Word_processor,simple.wikipedia,2018,Info,whole,CC BY-SA 3.0 and GFDL,G,1,1,"A word processor is a computer program (often a text editor) or a special computer intended to edit texts with colors and different font sizes and styles, or texts which will be printed.
Most such programs now have helpful instruments (tools) to make good texts. Important instruments include spelling & grammar checker, word count (this also counts letters and lines). Moreover, with such programs one can make attractive documents, add pictures into documents, make webpages, graphs etc. Also, they show synonyms (similar words) of words and some can read the text aloud. Many word processors, similar to many new programs, have configurable printing facilities. Some of the more versatile ones are called Desktop publishing programs.
Examples include:
Microsoft Word, one of the few commonly sold in shops
OpenOffice.org Writer, usually downloaded with OpenOffice.org
KWord for KDE
WordPad is among the simplest and most widespread",138,143,0,,8,11,7,-0.631701701,0.492114614,48.48,10.94,12.66,13,10.6,0.24452,0.2347,0.548338932,8.240655901,-0.915236508,-0.796568292,-0.7404635,-0.763762529,-0.784389056,-0.7301188,Train
3486,,Commonwealth of Learning,Geography Grade 12 - Nambia,,https://freekidsbooks.org/wp-content/uploads/2019/12/Geography12-Namibia-FKB.pdf,freekidsbooks,2012,Info,mid,CC BY 3.0,G,1,1,"If you travel from one place to another in your country, you might see physical features such as hills, mountains, valleys and lakes. In order to understand fully the features that we find on the earth surface, it is important to know what is inside the earth. What we know of the interior of the earth is related to what we can see at the earth surface. We get information about the interior of the earth from such things as earthquakes, volcanic eruptions and from deep mines. For instance, people who work in deep mines, like the gold mines in South Africa, have noted that temperatures underground are higher than temperatures on the ground surface. You have probably seen a model of the earth called a globe. The earth is shaped like a sphere, a round shape that is slightly flattened at the poles. A cut through the earth will show three circular layers called the crust, the mantle and the core. The distance from the surface of the earth to its inner most center is about 6400 kilometers. As we go deeper and deeper into the earth, the temperature and pressure increase.",193,193,0,,10,10,1,0.308620582,0.482433699,70.65,8.2,9.42,10,7.54,0.19314,0.18768,0.514140848,16.13073693,0.053266095,0.022041539,0.03698727,-0.034860958,-0.032151255,0.053686745,Test
1993,,simple wiki,Density,,https://simple.wikipedia.org/wiki/Density,simple.wikipedia,2020,Info,start,CC BY-SA 3.0 and GFDL,PG,2,1.5,"Density is a measurement that compares the amount, ratio of matter an object has to its volume. An object with a lot of matter in a certain amount of volume has high density. An object with a little matter in the same amount of volume has a low density.
Temperature has an effect on density. When the temperature of a substance increases, density decreases because the atoms are moving all around the place having less matter in one space. When the temperature of a substance decreases, the density increases because the atoms move slower making the atoms stay in one place. Many substances follow this rule, but there are exceptions. Water is one such exception. When water freezes, it makes ice that is less dense than liquid water.
Fresh water is often used as a standard of relative density. This is called specific gravity.
The most common SI units for density are g/cm3 and kg/m3. When the numerator is much larger than the denominator, that means the substance has a higher density. When the denominator is much larger than the numerator, the substance has a lower density.",184,187,0,,14,15,4,-1.162663881,0.485563054,59.37,8.3,7.28,11,8.77,0.32299,0.30734,0.548529134,22.76032132,-1.312507971,-1.337330131,-1.1420923,-1.178847148,-1.242268411,-1.2678597,Train
6076,,Jessica McBirney,Louis Armstrong,CLD,https://www.commonlit.org/texts/louis-armstrong,commonlit,2017,Info,mid,CC BY-NC-SA 2.0,G,1,1,"Armstrong was born on August 4, 1901 in New Orleans, Louisiana. His father left the family shortly after he was born, and his mother often left him in the care of his grandmother while she went to work. Armstrong himself had to leave school in 5th grade to work and earn money for the family. The neighborhood he lived in was so poverty-stricken and run-down people called it ""the battlefield.""
Armstrong first fell in love with music in 1913. He developed his skills at the New Orleans Colored Waif's Home for Boys, a facility he was sent a number of times, most notably for firing an empty round from his stepfather's pistol into the air at a New Year's Eve party. During his stay, he took cornet lessons and discovered his love for music. After he was released from the home he continued to play, sometimes in public, and gained recognition around New Orleans. Soon he was discovered by the best cornet player in the city, Joe ""King"" Oliver, who mentored him and let him play in some of his shows.",180,188,0,,9,9,2,0.211388201,0.507537604,71.3,7.86,8.19,10,7.22,-0.05119,-0.05274,0.406383654,16.50680567,0.469981253,0.318963366,0.28815332,0.304383715,0.347114651,0.2922261,Test
2148,,simple wiki,Isotope,,https://simple.wikipedia.org/wiki/Isotope,simple.wikipedia,2020,Info,start,CC BY-SA 3.0 and GFDL,G,1,1,"The atoms of a chemical element can exist in different types. These are called isotopes. They have the same number of protons (and electrons), but different numbers of neutrons. Different isotopes of the same element have different masses. Mass is the word for how much substance (or matter) something has. Things with different masses have different weights. Because different isotopes have different numbers of neutrons, they do not all weigh the same or have the same mass.
Different isotopes of the same element have the same atomic number. They have the same number of protons. The atomic number is decided by the number of protons. Isotopes have different mass numbers, though, because they have different numbers of neutrons.
The word isotope, meaning at the same place, comes from the fact that isotopes are at the same place on the periodic table.",139,141,0,,12,13,3,-1.176277587,0.448208036,62.91,7.4,7.72,11,7.91,0.40451,0.40993,0.424237391,20.73297795,-1.110616142,-1.135117424,-1.1940159,-1.109694319,-1.069532381,-1.168779,Train
3772,,Rabindranath Tagore,THE HOME-COMING,Stories from Tagore,http://www.gutenberg.org/files/33525/33525-h/33525-h.htm,gutenberg,1918,Lit,mid,PD,PG,2,1.5,"The boys began to heave at the log with all their might, calling out, ""One, two, three, go!"" At the word ""go"" the log went; and with it went Makhan's philosophy, glory and all.
The other boys shouted themselves hoarse with delight. But Phatik was a little frightened. He knew what was coming. And, sure enough, Makhan rose from Mother Earth blind as Fate and screaming like the Furies. He rushed at Phatik and scratched his face and beat him and kicked him, and then went crying home. The first act of the drama was over.
Phatik wiped his face, and sat down on the edge of a sunken barge by the riverbank, and began to chew a piece of grass. A boat came up to the landing and a middle-aged man, with grey hair and dark moustache, stepped on shore. He saw the boy sitting there doing nothing and asked him where the Chakravortis lived. Phatik went on chewing the grass and said: ""Over there,"" but it was quite impossible to tell where he pointed.",174,183,2,"grey, moustache",12,12,3,-0.869998682,0.488363414,86.23,4.9,5.57,6,6.42,0.09772,0.10541,0.380430349,16.67769638,-0.874842901,-0.938034782,-0.88765144,-0.904255355,-0.956964375,-1.006333,Train
5756,,T. C.,THE BOY AND THE NUTS,"The Nursery, December 1873, Vol. XIV. No. 6",http://www.gutenberg.org/files/24943/24943-h/24943-h.htm#Page_166,gutenberg,1873,Lit,whole,PD,G,1,1,"A boy once found some nuts in a jar. Like all boys, he was fond of nuts, and was glad to hear that he might put his hand once in the jar, and have all the nuts he could then take out. He thrust his hand down the neck of the jar, and took hold of all the nuts he could. When his hand was quite full, he did his best to draw it out of the jar.
But the neck of the jar was small, and his hand was so full of nuts, that he could not draw it out. He felt so sad, that tears fell from his eyes. His friend who stood near told him to let go half the nuts. He did so, and then drew out his hand with ease.
We shall find it so in life: men lose all, if they try to get too much.",150,152,0,,9,9,3,0.378196788,0.495732986,105.09,2.8,2.54,0,1.05,-0.01191,0.01308,0.172647172,35.43552512,0.622156771,0.659678389,0.74618244,0.711389335,0.714236526,0.6425513,Test
6306,,Henry Jones Ford,Washington and His Colleagues,,http://www.gutenberg.org/cache/epub/11702/pg11702-images.html,gutenberg,1918,Info,mid,PD,G,1,1,"The first house occupied by Washington was at the corner of Pearl and Cherry streets, then a fashionable locality. What the New York end of the Brooklyn Bridge has left of it is now known as Franklin Square. The house was so small that three of his secretaries had to lodge in one room; and Custis in his Recollections tells how one of them, who fancied he could write poetry, would sometimes disturb the others by walking the floor in his nightgown trying the rhythm of his lines by rehearsing them with loud emphasis. About a year later, Washington removed to a larger house on the west side of Broadway near Bowling Green. Both buildings went down at an early date before the continual march of improvement in New York. In Washington's time Wall Street was superseding Pearl Street as the principal haunt of fashion. Here lived Alexander Hamilton and other New Yorkers prominent in their day; here were fashionable boarding-houses at which lived the leading members of Congress.",169,170,0,,7,7,1,-0.448541391,0.467601977,60.76,10.82,12.91,12,8.18,0.15823,0.15661,0.449207507,8.159974169,-0.540821214,-0.495668154,-0.38007233,-0.362369936,-0.516887977,-0.5145434,Train
5549,,H. W.,"""GREAT I AND LITTLE YOU.""","The Nursery, August 1877, Vol. XXII, No. 2
       A Monthly Magazine for Youngest Readers",http://www.gutenberg.org/files/28136/28136-h/28136-h.htm#Page_50,gutenberg,1877,Lit,mid,PD,G,1,1,"""Why, when a fellow says that he has got the best marbles, and the best kite, and the swiftest sled, and the handsomest velocipede, and the most knowing dog, anywhere in town, we say his talk is all 'great I and little you.' That is, we mean he is always bragging; and a braggart is a very disagreeable person,"" said Wallace.
Herbie looked at Georgie, and both blushed a little. The boys had great fun with their kites; and when they got home, and Wallace and Herbie went up stairs to put away the kite, Herbie said, ""Well, my kite did beat Georgie's, just as I told him it would.""
""That is true,"" said Wallace; ""but you said the other day that you liked Georgie, and didn't like him, because he was always telling how much bigger and better his things were than yours; and now, today, you were making yourself disagreeable to him by bragging about your kite. Now, if you want the boys to like you, my lad, you must give up talking 'great I and little you,' for it is not sensible nor kind.""",185,197,0,,6,6,3,-1.097408615,0.459675398,68.89,11.39,13.31,8,6.96,0.15875,0.15275,0.478602713,25.58834215,-1.090990834,-1.084243436,-1.1079453,-1.186047885,-1.103381681,-1.2197083,Train
5514,,Birdie's Mamma,BIRDIE'S PIG STORY,"The Nursery, December 1877, Vol. XXII. No. 6
       A Monthly Magazine for Youngest Readers",http://www.gutenberg.org/files/28140/28140-h/28140-h.htm#Page_180,gutenberg,1877,Lit,start,PD,PG,2,1.5,"I told my story first, as mammas usually do; and it was all about a naughty little pig, who did not mind his mother when she bade him stay in the sty, but crawled through a hole in the wall.
Of course this pig got into the garden, and was whipped by the farmer, and bitten by the dog, and had all sorts of unpleasant things happen to him, till he was glad to get back again to the sty.
""Now I'll tell you a pig story,"" said Birdie, with a very wise look.
""Once there was a big mother-pig, and she had lots of children-pigs. One was spotted, and his name was Spotty; one's tail curled, and he was Curly; another was white, and he was Whitey; another was Browny; and another was Greeny.""
""Oh, dear! The idea of a green pig!"" said I.
But Birdie's eyes were fixed on the floor. He was too busy thinking of his story to notice my remark.",160,174,0,,10,10,6,0.251353117,0.513382593,83.14,6.27,5.65,7,6.07,0.04731,0.05913,0.372599211,17.34502503,0.259247994,0.334667067,0.4016374,0.363145342,0.355975967,0.330902,Train
5567,,Leonora,ONE GOOD TURN DESERVES ANOTHER,"The Nursery, April 1877, Vol. XXI. No. 4
       A Monthly Magazine for Youngest Readers",http://www.gutenberg.org/files/28132/28132-h/28132-h.htm#Page_109,gutenberg,1877,Lit,start,PD,PG,2,1.5,"On a fine summer day, a dove, that was perched upon the branch of a tree, saw a bee fall into a stream that was flowing past. The poor bee tried to get out of the water, but could not.
The dove, seeing that the bee was struggling for her life, dropped a leaf close beside her, so that she might climb on to it, and save herself. This the bee at once did, and very glad she was to find herself safe once more.
Not long after this, a sportsman, who was roaming through the woods for game, saw the dove flying about, and lifted his gun to shoot her. But, just as he was taking aim, something happened, that checked him in the act.
The bee, whose life had been saved by the dove, was going about from flower to flower in search of honey, when she saw the sportsman taking aim at the good dove that had befriended her in her time of need. ""That dove once saved my life, and now I will save hers,"" thought the bee to herself.",181,186,0,,8,9,4,0.89486334,0.558169276,86.48,6.91,8.21,0,1.74,-0.01741,-0.01741,0.392125809,21.38617435,0.590049145,0.792980395,0.74134034,0.673475822,0.658493548,0.6233633,Test
